policy id,segment_id,category name,attribute name,value name,policy_type,privacy_policy_link,MAPP_59
29,1,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,2,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,3,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,4,['First Party'],"['Purpose', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Advertising or marketing']",TRAIN,https://king.com/privacyPolicy,True
29,5,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,6,['First Party'],"['Information Type', 'Purpose']","['Information Type_Location', 'Information Type_User online activities', 'Information Type_Computer information', 'Information Type_Unspecified', 'Purpose_Essential service or feature', 'Purpose_Advertising or marketing', 'Purpose_Analytics or research', 'Purpose_Service operation and security']",TRAIN,https://king.com/privacyPolicy,True
29,7,['First Party'],"['Information Type', 'Collection Process']","['Information Type_User online activities', 'Information Type_Computer information', 'Information Type_Unspecified', 'Collection Process_Collected on first-party website/app', 'Collection Process_Directly received from third party', 'Collection Process_Unspecified']",TRAIN,https://king.com/privacyPolicy,True
29,8,['First Party'],"['Information Type', 'Collection Process', 'Collection Mode (opt)']","['Information Type_Contact information', 'Information Type_Location', 'Information Type_Demographic data', 'Information Type_User online activities', 'Information Type_Cookies and tracking elements', 'Information Type_Other', 'Collection Process_Collected on first-party website/app', 'Collection Mode (opt)_Explicit']",TRAIN,https://king.com/privacyPolicy,True
29,9,['First Party'],['Information Type'],"['Information Type_Location', 'Information Type_User online activities', 'Information Type_IP address and device IDs']",TRAIN,https://king.com/privacyPolicy,True
29,10,['First Party'],"['Information Type', 'Purpose', 'Collection Process']","['Information Type_Financial', 'Purpose_Essential service or feature', 'Collection Process_Directly received from third party']",TRAIN,https://king.com/privacyPolicy,True
29,11,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,12,['First Party'],"['Information Type', 'Purpose']",[],TRAIN,https://king.com/privacyPolicy,True
29,13,['First Party'],['Purpose'],"['Purpose_Essential service or feature', 'Purpose_Advertising or marketing', 'Purpose_Analytics or research', 'Purpose_Service operation and security', 'Purpose_Legal requirement']",TRAIN,https://king.com/privacyPolicy,True
29,14,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,15,['First Party'],['Purpose'],"['Information Type_Unspecified', 'Purpose_Analytics or research', 'Collection Process_Unspecified']",TRAIN,https://king.com/privacyPolicy,True
29,16,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,17,['First Party'],['Purpose'],"['Purpose_Essential service or feature', 'Purpose_Advertising or marketing', 'Purpose_Analytics or research']",TRAIN,https://king.com/privacyPolicy,True
29,18,['First Party'],"['Information Type', 'Purpose']","['Information Type_Other', 'Purpose_Essential service or feature']",TRAIN,https://king.com/privacyPolicy,True
29,19,['First Party'],"['Information Type', 'Purpose', 'Collection Process']","['Information Type_Demographic data', 'Information Type_User online activities', 'Collection Process_Collected on first-party website/app']",TRAIN,https://king.com/privacyPolicy,True
29,20,['First Party'],"['Purpose', 'Collection Mode (opt)']","['Information Type_Unspecified', 'Purpose_Essential service or feature', 'Purpose_Analytics or research', 'Collection Mode (opt)_Explicit']",TRAIN,https://king.com/privacyPolicy,True
29,21,[],[],[],TRAIN,https://king.com/privacyPolicy,True
29,22,['First Party'],"['Information Type', 'Purpose', 'Collection Process']","['Information Type_User online activities', 'Information Type_Cookies and tracking elements', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Collection Process_Collected on first-party website/app']",TRAIN,https://king.com/privacyPolicy,True
29,23,['First Party'],"['Purpose', 'Collection Process']","['Information Type_Unspecified', 'Collection Process_Collected on first-party website/app']",TRAIN,https://king.com/privacyPolicy,True
29,24,['First Party'],"['Information Type', 'Purpose']","['Information Type_Contact information', 'Information Type_Generic personal information', 'Information Type_Unspecified', 'Collection Process_Unspecified']",TRAIN,https://king.com/privacyPolicy,True
29,25,['First Party'],"['Information Type', 'Purpose']","['Information Type_Generic personal information', 'Information Type_Unspecified', 'Purpose_Service operation and security']",TRAIN,https://king.com/privacyPolicy,True
29,26,['First Party'],['Purpose'],"['Information Type_Unspecified', 'Purpose_Legal requirement']",TRAIN,https://king.com/privacyPolicy,True
