policy id,segment_id,category name,attribute name,value name,policy_type,privacy_policy_link,MAPP_59
50,1,[],[],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,2,[],[],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,3,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_Health, genetic, or biometric data', 'Information Type_Generic personal information', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Collection Process_Collected on first-party website/app', ""Choice Type (opt)_Don't use service/feature"", 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,4,['First Party'],"['Purpose', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Analytics or research', ""Choice Type (opt)_Don't use service/feature"", 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,5,[],[],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,6,[],[],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,7,[],['Choice Type (opt)'],"['Choice Type (opt)_Opt-out via contacting company', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,8,[],[],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,9,['First Party'],"['Purpose', 'Choice Type (opt)']","['Purpose_Essential service or feature', ""Choice Type (opt)_Don't use service/feature"", 'Choice Type (opt)_Opt-in', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,10,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_Contact information', 'Information Type_Location', 'Information Type_IP address and device IDs', 'Information Type_Computer information', 'Information Type_Generic personal information', 'Information Type_Other', 'Purpose_Essential service or feature', 'Collection Process_Collected on first-party website/app', 'Choice Type (opt)_Opt-in', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,11,['First Party'],"['Information Type', 'Purpose', 'Collection Process']","['Information Type_Contact information', 'Information Type_Location', 'Information Type_Demographic data', 'Information Type_IP address and device IDs', 'Information Type_Computer information', 'Information Type_Generic personal information', 'Information Type_Other', 'Purpose_Essential service or feature', 'Collection Process_Collected on first-party website/app']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,12,['First Party'],['Information Type'],"['Information Type_Health, genetic, or biometric data']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,13,['First Party'],['Information Type'],"['Information Type_Financial', 'Information Type_User online activities', 'Information Type_IP address and device IDs', 'Information Type_Computer information', 'Information Type_Other']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,14,['First Party'],['Information Type'],"['Information Type_Health, genetic, or biometric data']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,15,['First Party'],['Information Type'],"['Information Type_Health, genetic, or biometric data']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,16,['First Party'],['Choice Type (opt)'],['Choice Type (opt)_Opt-in'],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,17,['First Party'],"['Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Essential service or feature', 'Collection Process_Collected on first-party website/app']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,18,['First Party'],"['Purpose', 'Collection Process']","['Information Type_Unspecified', 'Purpose_Essential service or feature', 'Collection Process_Collected on first-party website/app']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,19,['First Party'],"['Information Type', 'Collection Process']","['Information Type_IP address and device IDs', 'Collection Process_Collected on first-party website/app']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,20,['First Party'],"['Collection Process', 'Choice Type (opt)']","['Information Type_Unspecified', 'Collection Process_Collected on first-party website/app']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,21,['First Party'],"['Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Essential service or feature', 'Collection Process_Collected on first-party website/app', 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,22,['First Party'],['Collection Process'],[],TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,23,"['First Party', 'Third Party']","['Collection Process', 'Third-Party Entity', 'Choice Type (opt)']","['Information Type_Unspecified', 'Collection Process_Directly received from third party', 'Third-Party Entity_Unnamed third party', 'Third-Party Entity_Named third party', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,24,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_Health, genetic, or biometric data', 'Information Type_Location', 'Information Type_User online activities', 'Information Type_Unspecified', 'Purpose_Personalization or customization', 'Collection Process_Collected on first-party website/app', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,25,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_User online activities', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Purpose_Personalization or customization', 'Collection Process_Collected on first-party website/app', 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,26,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Choice Type (opt)']","['Information Type_User online activities', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Collection Process_Collected on first-party website/app', 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,27,['First Party'],"['Information Type', 'Purpose']","['Information Type_User online activities', 'Purpose_Analytics or research']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,28,['First Party'],"['Purpose', 'Choice Type (opt)']","['Purpose_Advertising or marketing', 'Choice Type (opt)_Opt-in']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
50,29,['First Party'],"['Purpose', 'Choice Type (opt)']","['Purpose_Advertising or marketing', 'Choice Type (opt)_Opt-in', 'Choice Type (opt)_Opt-out link', 'Choice Type (opt)_First-party privacy controls']",TEST,https://legal.mysugr.com/documents/privacy_policy_us/current.html,True
