policy id,segment_id,category name,attribute name,value name,policy_type,privacy_policy_link,MAPP_59
115,1,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,2,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,3,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,4,['First Party'],"['Information Type', 'Purpose', 'Collection Mode (opt)']","['Information Type_Contact information', 'Purpose_Essential service or feature']",TRAIN,https://www.toralarm.com/datenschutz,True
115,5,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,6,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Legal Basis for Collection', 'Collection Mode (opt)', 'User Type (opt)']","['Information Type_User online activities', 'Information Type_IP address and device IDs', 'Information Type_Computer information', 'Information Type_Generic personal information', 'Information Type_Other', 'Information Type_Unspecified', 'Purpose_Service operation and security', 'Purpose_Other', 'Collection Process_Collected on first-party website/app', 'User Type (opt)_Users without account']",TRAIN,https://www.toralarm.com/datenschutz,True
115,7,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,8,"['First Party', 'Third Party']","['Information Type', 'Purpose', 'Choice Type (opt)', 'Anonymization (opt)']","['Information Type_IP address and device IDs', 'Information Type_Cookies and tracking elements', 'Choice Type (opt)_Browser/device privacy controls', 'Anonymization (opt)_Aggregated or anonymized']",TRAIN,https://www.toralarm.com/datenschutz,True
115,9,['Third Party'],"['Information Type', 'Purpose', 'Third-Party Entity', 'Third-Party Collection Process']","['Information Type_User online activities', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Purpose_Other', 'Third-Party Entity_Named third party', 'Third-Party Collection Process_Tracked on first-party website/app by third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,10,"['First Party', 'Third Party']","['Purpose', 'Legal Basis for Collection', 'Third-Party Entity', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Advertising or marketing', 'Legal Basis for Collection_Legitimate interests of first or third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,11,"['First Party', 'Third Party']","['Information Type', 'Legal Basis for Collection', 'Third-Party Entity', 'Choice Type (opt)', 'Third-Party Collection Process']","['Information Type_User online activities', 'Information Type_Cookies and tracking elements', 'Information Type_Unspecified', 'Legal Basis for Collection_Legitimate interests of first or third party', 'Third-Party Entity_Unnamed third party', 'Third-Party Entity_Named third party', 'Choice Type (opt)_Browser/device privacy controls', 'Third-Party Collection Process_Shared by first party with a third party', 'Third-Party Collection Process_Tracked on first-party website/app by third party', 'Third-Party Collection Process_Unspecified']",TRAIN,https://www.toralarm.com/datenschutz,True
115,12,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,13,"['First Party', 'Third Party']","['Information Type', 'Purpose', 'Third-Party Entity', 'Third-Party Collection Process']","['Information Type_Financial', 'Information Type_Contact information', 'Information Type_IP address and device IDs', 'Information Type_Other', 'Information Type_Unspecified', 'Purpose_Essential service or feature']",TRAIN,https://www.toralarm.com/datenschutz,True
115,14,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Legal Basis for Collection', 'Collection Mode (opt)']","['Information Type_User online activities', 'Information Type_IP address and device IDs', 'Information Type_Cookies and tracking elements', 'Information Type_Computer information', 'Information Type_Generic personal information', 'Information Type_Other', 'Information Type_Unspecified', 'Purpose_Essential service or feature', 'Purpose_Service operation and security', 'Collection Process_Collected on first-party website/app']",TRAIN,https://www.toralarm.com/datenschutz,True
115,15,['First Party'],"['Purpose', 'Collection Mode (opt)']",[],TRAIN,https://www.toralarm.com/datenschutz,True
115,16,['First Party'],['Information Type'],['Information Type_Cookies and tracking elements'],TRAIN,https://www.toralarm.com/datenschutz,True
115,17,['First Party'],"['Information Type', 'Purpose', 'Does/Does Not (opt)']","['Purpose_Advertising or marketing', 'Purpose_Analytics or research', 'Does/Does Not (opt)_Does Not']",TRAIN,https://www.toralarm.com/datenschutz,True
115,18,"['First Party', 'Third Party']","['Information Type', 'Purpose', 'Collection Process', 'Third-Party Entity', 'Anonymization (opt)']","['Information Type_User online activities', 'Information Type_IP address and device IDs', 'Purpose_Analytics or research', 'Third-Party Entity_Named third party', 'Anonymization (opt)_Aggregated or anonymized']",TRAIN,https://www.toralarm.com/datenschutz,True
115,19,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,20,['Third Party'],"['Purpose', 'Does/Does Not (opt)', 'Third-Party Entity', 'Third-Party Collection Process']","['Information Type_Unspecified', 'Does/Does Not (opt)_Does Not', 'Third-Party Entity_Named third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,21,"['First Party', 'Third Party']","['Legal Basis for Collection', 'Does/Does Not (opt)', 'Third-Party Entity', 'Choice Type (opt)']","['Legal Basis for Collection_Legitimate interests of first or third party', 'Does/Does Not (opt)_Does Not', 'Third-Party Entity_Named third party', 'Choice Type (opt)_Opt-out link']",TRAIN,https://www.toralarm.com/datenschutz,True
115,22,"['First Party', 'Third Party']","['Information Type', 'Purpose', 'Collection Process', 'Third-Party Entity', 'Third-Party Collection Process']","['Information Type_Cookies and tracking elements', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Collection Process_Other', 'Third-Party Entity_Named third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,23,['Third Party'],"['Information Type', 'Purpose', 'Third-Party Entity', 'Anonymization (opt)', 'Third-Party Collection Process']",['Third-Party Entity_Named third party'],TRAIN,https://www.toralarm.com/datenschutz,True
115,24,"['First Party', 'Third Party']","['Information Type', 'Legal Basis for Collection', 'Third-Party Entity', 'Choice Type (opt)', 'Third-Party Collection Process']","['Information Type_Location', 'Information Type_IP address and device IDs', 'Legal Basis for Collection_Legitimate interests of first or third party', 'Third-Party Entity_Named third party', ""Choice Type (opt)_Don't use service/feature""]",TRAIN,https://www.toralarm.com/datenschutz,True
115,25,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,26,['Third Party'],"['Purpose', 'Anonymization (opt)', 'Third-Party Collection Process']","['Information Type_Unspecified', 'Purpose_Advertising or marketing', 'Anonymization (opt)_Aggregated or anonymized', 'Third-Party Collection Process_Shared by first party with a third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,27,['First Party'],['Legal Basis for Collection'],['Legal Basis for Collection_Legitimate interests of first or third party'],TRAIN,https://www.toralarm.com/datenschutz,True
115,28,"['First Party', 'Third Party']","['Information Type', 'Purpose', 'Third-Party Entity', 'Choice Type (opt)', 'Third-Party Collection Process']","['Information Type_Financial', 'Information Type_Contact information', 'Information Type_User online activities', 'Information Type_IP address and device IDs', 'Information Type_Cookies and tracking elements', 'Information Type_Computer information', 'Information Type_Other', 'Information Type_Unspecified', 'Purpose_Essential service or feature', 'Purpose_Analytics or research', 'Third-Party Entity_Named third party', ""Choice Type (opt)_Don't use service/feature"", 'Third-Party Collection Process_Tracked on first-party website/app by third party']",TRAIN,https://www.toralarm.com/datenschutz,True
115,29,['First Party'],"['Information Type', 'Purpose', 'Collection Process']","['Information Type_User online activities', 'Information Type_Computer information', 'Information Type_Generic personal information', 'Information Type_Other', 'Purpose_Essential service or feature', 'Purpose_Service operation and security']",TRAIN,https://www.toralarm.com/datenschutz,True
115,30,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,31,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,32,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
115,33,[],[],[],TRAIN,https://www.toralarm.com/datenschutz,True
