policy id,segment_id,category name,attribute name,value name,policy_type,privacy_policy_link,MAPP_59
92,1,[],[],[],TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,2,[],[],[],TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,3,['First Party'],['Information Type'],"['Information Type_Contact information', 'Information Type_IP address and device IDs']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,4,[],[],[],TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,5,['First Party'],['Collection Process'],"['Information Type_Unspecified', 'Collection Process_Collected on first-party website/app']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,6,['First Party'],"['Information Type', 'Collection Process', 'Collection Mode (opt)']","['Information Type_Generic personal information', 'Collection Process_Collected on first-party website/app', 'Collection Mode (opt)_Explicit']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,7,['First Party'],"['Purpose', 'Collection Process', 'Does/Does Not (opt)', 'Choice Type (opt)']","['Information Type_Unspecified', 'Purpose_Service operation and security', 'Collection Process_Entered by user on third-party website/app', 'Does/Does Not (opt)_Does Not', 'Choice Type (opt)_Third-party privacy controls']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,8,['First Party'],"['Collection Process', 'Does/Does Not (opt)', 'Choice Type (opt)']","['Information Type_Unspecified', 'Does/Does Not (opt)_Does Not', 'Choice Type (opt)_Third-party privacy controls']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,9,['First Party'],"['Information Type', 'Collection Process', 'Collection Mode (opt)']","['Information Type_Contact information', 'Information Type_Unspecified', 'Collection Process_Collected on first-party website/app', 'Collection Mode (opt)_Explicit']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,10,['First Party'],"['Purpose', 'Collection Process', 'Anonymization (opt)']","['Information Type_Unspecified', 'Purpose_Essential service or feature', 'Purpose_Analytics or research', 'Collection Process_Collected on first-party website/app', 'Anonymization (opt)_Aggregated or anonymized']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,11,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Anonymization (opt)']","['Information Type_User online activities', 'Information Type_IP address and device IDs', 'Information Type_Cookies and tracking elements', 'Information Type_Computer information', 'Information Type_Other', 'Information Type_Unspecified', 'Purpose_Analytics or research', 'Purpose_Personalization or customization', 'Collection Process_Collected on first-party website/app', 'Anonymization (opt)_Aggregated or anonymized']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
92,12,['First Party'],"['Information Type', 'Purpose', 'Collection Process', 'Anonymization (opt)']","['Information Type_User online activities', 'Purpose_Advertising or marketing', 'Purpose_Analytics or research', 'Purpose_Personalization or customization', 'Purpose_Service operation and security', 'Collection Process_Collected on first-party website/app']",TRAIN,https://www.shpock.com/de-de/privacy-policy,True
